u,v,key,name,highway,road_class,length
104545755,104545721,0,Bellaire Place,residential,Local,270.3794237106834
104545755,105075498,0,Altmar Street,residential,Local,178.3459427324928
104596189,104545721,0,Greencrest Drive,residential,Local,366.7139803849341
104596189,105825349,0,Brookline Boulevard,residential,Local,48.25202157227495
104596189,105129770,0,Brookline Boulevard,residential,Local,51.28087676457105
105075507,104545755,0,Altmar Street,residential,Local,44.79585712620695
105075507,105075521,0,Altmar Street,residential,Local,73.02078644057801
105075507,105825349,0,Reamer Street,residential,Local,400.9251310162607
105075498,104545755,0,Altmar Street,residential,Local,178.3459427324928
104546405,105108872,0,Idaline Street,residential,Local,50.892391290425905
104546405,104608817,0,Idaline Street,residential,Local,50.66793668843097
104546405,104547446,0,Taylor Street,residential,Local,157.44853844622418
105108872,105108880,0,Sapphire Way,residential,Local,149.27741381736743
105108872,105898464,0,Idaline Street,residential,Local,51.18247114117641
105108872,104546405,0,Idaline Street,residential,Local,50.892391290425905
104608817,104608824,0,Orwell Way,residential,Local,149.09730321659129
104608817,104546405,0,Idaline Street,residential,Local,50.66793668843096
104608817,105038440,0,Idaline Street,residential,Local,51.39148280873303
104608817,104608806,0,Orwell Way,residential,Local,108.61676615562719
104547446,105108846,0,Liberty Avenue,primary,Primary,54.691021806992914
104547446,105038418,0,Liberty Avenue,primary,Primary,98.72567733640706
104547446,270285785,0,Taylor Street,residential,Local,188.5690053439216
104546415,104546425,0,Taylor Street,residential,Local,40.13894556493473
104546415,105108880,0,Minerva Street,residential,Local,50.76318836763438
104546415,104608824,0,Minerva Street,residential,Local,51.30502195380515
104546415,104546405,0,Taylor Street,residential,Local,148.55570872559244
104546425,271922272,0,Taylor Street,residential,Local,36.223681108559504
104546425,104546415,0,Taylor Street,residential,Local,40.13894556493473
104546425,105038466,0,Wertz Way,residential,Local,81.69625584559634
105108880,104646813,0,Sapphire Way,residential,Local,90.92274189604339
105108880,105234468,0,Minerva Street,residential,Local,50.95117268306356
105108880,104546415,0,Minerva Street,residential,Local,50.76318836763438
104608824,104608817,0,Orwell Way,residential,Local,149.09730321659129
104608824,104546415,0,Minerva Street,residential,Local,51.30502195380515
104608824,105038459,0,"['Minerva Street', 'Ella Street']",residential,Local,63.338550423075006
271922272,104546425,0,Taylor Street,residential,Local,36.223681108559504
